article_id,title,link,paragraph
149,"Zambian presidential election, 2001","https://en.wikipedia.org/wiki/Zambian_presidential_election,_2001","The results of the elections were disputed by main opposition parties, including the United Party for National Development, which many observers claim"
150,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,"Unlike many other countries in the region Zambia has more than adequate water resources, although during the dry season water resources may be scarce,"
151,Mweru Wantipa National Park,https://en.wikipedia.org/wiki/Mweru_Wantipa_National_Park,"Though mostly in the Central Zambezian Miombo woodlands ecoregion, the Mweru-Wantipa/Sumbu area has a rare and endangered ecoregion or vegetation type"
152,TAZARA Railway,https://en.wikipedia.org/wiki/TAZARA_Railway,"Further south, the railway cuts through the fertile Kilombero Valley, and skirts the great Kibasira Swamp. The next section, between Mlimba (the Kingd"
153,"Nyika National Park, Zambia","https://en.wikipedia.org/wiki/Nyika_National_Park,_Zambia","The Zambian side is undeveloped except for a colonial-era resthouse, built around 1946, which used to be the only accommodation in either park. After "
154,Wildlife of Zambia,https://en.wikipedia.org/wiki/Wildlife_of_Zambia,"Thirdly, poor environmental management by government and a certain amount of corruption in some quarters has allowed poaching and uncontrolled exploit"
155,Rift Valley lakes,https://en.wikipedia.org/wiki/Rift_Valley_lakes,"The Ethiopian Rift Valley lakes are the northernmost of the African Rift Valley lakes. In central Ethiopia, the Main Ethiopian Rift, also known as the"
156,Lochinvar National Park,https://en.wikipedia.org/wiki/Lochinvar_National_Park,"A former ranch, the park was designated in 1972 and is known for its Kafue lechwe and birdlife, with over 400 species recorded. The other antelopes fo"
157,List of Vice Presidents of Zambia,https://en.wikipedia.org/wiki/List_of_Vice_Presidents_of_Zambia,The vice-president of Zambia is the second highest position in the executive branch of the Republic of Zambia. The vice-president was previously appoi
158,"Zambian general election, 2006","https://en.wikipedia.org/wiki/Zambian_general_election,_2006",The winner of the presidential elections was determined in one round according to the first-past-the-post system. Initial results from the election ga
159,Kitwe United Football Club,https://en.wikipedia.org/wiki/Kitwe_United_Football_Club,"1991 Promotion to Division 1-Winning Coach-Goodwell Kabanda, Captain-Andrew c Katebe. 2002 Promotion to Premier League-winning Coach-Andrew C Katebe, "
160,Lozi language,https://en.wikipedia.org/wiki/Lozi_language,"Lozi, also known as siLozi and Rozi, is a Bantu language of the Niger–Congo language family within the Sotho–Tswana branch of Zone S (S.30), that is s"
161,Northern Rhodesian African National Congress,https://en.wikipedia.org/wiki/Northern_Rhodesian_African_National_Congress,"In 1958 the party was divided on whether to participate in the 1959 Northern Rhodesian general election, in which only a minority of the black populat"
162,Tazama Pipeline,https://en.wikipedia.org/wiki/Tazama_Pipeline,"The Tazama pipeline extends from the Indian Ocean port of Dar es Salaam, in Tanzania to the industrial city of Ndola, Zambia, in the Copperbelt Provin"
163,Zambia Post,https://en.wikipedia.org/wiki/Zambia_Post,"Fred M'membe founded The Post in 1991 as a weekly Lusaka newspaper, along with three co-founders Mike Hall, John Mukela and Matsautso Phiri. As an acc"
164,Kavango–Zambezi Transfrontier Conservation Area,https://en.wikipedia.org/wiki/Kavango%E2%80%93Zambezi_Transfrontier_Conservation_Area,Kavango–Zambezi Transfrontier Conservation Area (KAZA TFCA) was a conservation proposal for a region of Southern Africa where the international border
165,Munali Secondary School,https://en.wikipedia.org/wiki/Munali_Secondary_School,"Classes are called M, U, N, A, L, I, S, E, C from Grade 8 to Grade 9 and M, U, N, A, L from grades 10 to 12. This nomenclature is derived from the nam"
166,Trans–Caprivi Highway,https://en.wikipedia.org/wiki/Trans%E2%80%93Caprivi_Highway,"From Livingstone, it heads north-east as the T1 for 420km, through Choma, to reach a junction with the T2 road (Zambia's Great North Road) about 20km "
167,Kuomboka,https://en.wikipedia.org/wiki/Kuomboka,"The King's state barge is called Nalikwanda and is painted black and white, like Zambia's coat of arms. On the barge is a replica of a huge black elep"
168,Zambian Airways,https://en.wikipedia.org/wiki/Zambian_Airways,"On 10 January 2009, the company announced it was suspending operations citing high fuel costs as the main reason. Shareholders were not available for "
169,Dambos,https://en.wikipedia.org/wiki/Dambos,"A dambo is a class of complex shallow wetlands in central, southern and eastern Africa, particularly in Zambia and Zimbabwe. They are generally found "
170,Lusaka Province,https://en.wikipedia.org/wiki/Lusaka_Province,Kafue River is a tributary of Zambezi River and it has huge valleys breaking the plateau. The province lies in the watershed between Congo DR and Zamb
171,Amayenge,https://en.wikipedia.org/wiki/Amayenge,"Amayenge is a popular Zambian music group. Started by Kris Chali in 1978 in Choma, the band was originally called Crossbones, one of many Zambian acts"
172,Forum for Democracy and Development,https://en.wikipedia.org/wiki/Forum_for_Democracy_and_Development,"The FDD was founded in 2001 by former members of the Movement for Multi-Party Democracy (MMD), disaffected by Frederick Chiluba's efforts to change th"
173,Languages of Zambia,https://en.wikipedia.org/wiki/Languages_of_Zambia,"The English spoken in Zambia has some distinctive features, such as the omission of certain object pronouns that would be obligatory in Western Englis"
174,National Arts Council of Zambia,https://en.wikipedia.org/wiki/National_Arts_Council_of_Zambia,"The National Arts Council of Zambia (NAC) is a quasi-government agency established in 1994, which began operating in 1996.[1] The organization has the"
175,Luangwa Bridge,https://en.wikipedia.org/wiki/Luangwa_Bridge,The First Luangwa Bridge was built in Zambia's colonial era in 1932 as a narrow 300 m long wide steel and reinforced concrete deck on concrete piers a
176,Victoria Falls Bridge,https://en.wikipedia.org/wiki/Victoria_Falls_Bridge,"The bridge was the brainchild of Cecil Rhodes, part of his grand and unfulfilled Cape to Cairo railway scheme, even though he never visited the falls "
177,Kabompo River,https://en.wikipedia.org/wiki/Kabompo_River,"The Kabompo River flows south-west through miombo woodland, then a remote Cryptosepalum dry forest ecoregion, with the West Lunga National Park on its"
178,Kalindula,https://en.wikipedia.org/wiki/Kalindula,"In the Southern Province of Zambia, kalindula bands compete to participate in the annual Tonga Music Festival sponsored by Chikuni Radio station. Winn"
179,Lusaka Stock Exchange,https://en.wikipedia.org/wiki/Lusaka_Stock_Exchange,The 1972 Securities Act revised to facilitate the establishment of the Securities Exchange. It was structured around models of a modern Stock Exchange
180,"Luena River, Western Zambia","https://en.wikipedia.org/wiki/Luena_River,_Western_Zambia",The Luena River of Zambia's Western Province rises just west of the Kafue National Park and flows west through Kaoma to become a tributary of the Zamb
181,Lunda Empire,https://en.wikipedia.org/wiki/Lunda_Empire,"At the start of the colonial era (1884), the Lunda heartland was divided between Portuguese Angola, King Leopold II of Belgium's Congo Free State and "
182,Kalambo River,https://en.wikipedia.org/wiki/Kalambo_River,"The Kalambo River forms part of the border between Zambia and Songwe Region,Tanzania. It is a comparatively small stream which rises on the Ufipa Plat"
183,Mount Makulu Zambia,https://en.wikipedia.org/wiki/Mount_Makulu_Zambia,"It was started in the 1950s by the British Government after the Second World War, while Zambia was a British colony. During the 1950s and 1960s Mount "
184,Luambe National Park,https://en.wikipedia.org/wiki/Luambe_National_Park,"The life force of the Luangwa Valley is the Luangwa River. In the rainy season it floods and as it recedes, lagoons remain at the side of the main cha"
185,Canisius Secondary School,https://en.wikipedia.org/wiki/Canisius_Secondary_School,The core values promoted by the Jesuit education in Zambia and indeed throughout the world is informed by the Ignatian Pedagogical Paradigm (IPP) whic
186,Zambia Independence Act 1964,https://en.wikipedia.org/wiki/Zambia_Independence_Act_1964,"In 1953, the creation of the Federation of Rhodesia and Nyasaland grouped together Northern Rhodesia, Southern Rhodesia, and Nyasaland (now Malawi) as"
187,National Democratic Focus,https://en.wikipedia.org/wiki/National_Democratic_Focus,"The alliance was formed in 2006 as the National Democratic Front, and was initially planned to consist of the Party for Unity, Democracy and Developme"
188,Lukusuzi National Park,https://en.wikipedia.org/wiki/Lukusuzi_National_Park,"Lukusuzi National Park is located in eastern Luangwa Valley in Zambia, on the other side of the Luangwa River from the more famous South Luangwa Natio"
189,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"With the formation of the Federation of Rhodesia and Nyasaland in 1954, cricket was fully integrated with Southern Rhodesia but investment was concent"
190,Zambeef Products,https://en.wikipedia.org/wiki/Zambeef_Products,"According to its website, Zambeef is the largest beef producer in Zambia.[1] The company also provides feedlot services, and manufactures milk, chicke"
191,Illovo Sugar,https://en.wikipedia.org/wiki/Illovo_Sugar,"Illovo Sugar Africa (Pty) Ltd based in Umhlanga, KwaZulu-Natal, South Africa is Africa's largest sugar producer. The group produces raw and refined su"
192,Mpelembe Secondary School,https://en.wikipedia.org/wiki/Mpelembe_Secondary_School,"Mpelembe Secondary School is a secondary school in Zambia. It is located in Nkana East, Kitwe. It was officially opened on 8th Sept 1983 by the then P"
193,Chengelo Secondary School,https://en.wikipedia.org/wiki/Chengelo_Secondary_School,Situated fifteen kilometres from the main campus is the Ndubaluba Outdoor Centre. The centre was opened in 1993 by Chengelo's founding headmaster Neil
194,List of Zambians,https://en.wikipedia.org/wiki/List_of_Zambians,"The ceremony, held after harvest in late August, is a way of bringing together different Chewa chiefs from the three countries to present their report"
195,Mofwe Lagoon,https://en.wikipedia.org/wiki/Mofwe_Lagoon,"The importance of the Mofwe lies in its fishery, which attracted Mwata Kazembe to settle in the town of Kanyembo on its eastern edge in the 19th Centu"
196,Solwezi Airport,https://en.wikipedia.org/wiki/Solwezi_Airport,"Solwezi Airport (IATA: SLI, ICAO: FLSW) is an airport serving Solwezi, a city in the North-Western Province of Zambia.[4] The airport is the largest i"
197,Zambia National Commercial Bank,https://en.wikipedia.org/wiki/Zambia_National_Commercial_Bank,"Zanaco was founded in 1969 by the Government of Zambia. Prior to 2007, the bank was 100 percent owned by the government. In that year, 49 percent of i"
198,Ntumbachushi Falls,https://en.wikipedia.org/wiki/Ntumbachushi_Falls,"Ntumbachushi is notable not just for the main falls, however, but for a series of smaller falls and pools stretching for a distance of more than 2 km "
199,Katima Mulilo Bridge,https://en.wikipedia.org/wiki/Katima_Mulilo_Bridge,The Katima Mulilo Bridge (also known as Bridge 508 in the Namibian Bridge Register) carries the TransCaprivi Highway over the Zambezi River between Ka
200,Nkana Red Devils,https://en.wikipedia.org/wiki/Nkana_Red_Devils,"Nkana have the biggest fan base in Zambia, it's die hard fans used to be known for their noisy and passionate support of their club . Otherwise, Befor"
201,Kaonde language,https://en.wikipedia.org/wiki/Kaonde_language,"Strictly speaking, the term ""Kaonde"" refers to a group of people who are identified by a common language known as kiiKaonde. This group of people, lik"
202,Rungu (African ethnic group),https://en.wikipedia.org/wiki/Rungu_(African_ethnic_group),"Lungu people comprise several clans and many subclans based on matrilineal descent, some with their own dialects, which are depicted as separate tribe"
203,Zambia national rugby union team,https://en.wikipedia.org/wiki/Zambia_national_rugby_union_team,Zambia were not invited to the original world cup in 1987 in New Zealand. They did not enter the first two tournaments that were open to qualification
204,Tonga language (Zambia),https://en.wikipedia.org/wiki/Tonga_language_(Zambia),"Tonga (Chitonga), also known as Zambezi, is a Bantu language primarily spoken by the Tonga people who live mainly in the Southern and Western province"
205,Zambezi Escarpment,https://en.wikipedia.org/wiki/Zambezi_Escarpment,"The southern Zambezi Escarpment in Zimbabwe is quite marked in the west at the Chizarira Hills and the Chizarira National Park, but the slope becomes "
206,Cilungu,https://en.wikipedia.org/wiki/Cilungu,"Mambwe language is spoken by the people who are found in Rukwa region, southern Sumbawanga town. It is a language which is one of the three dialects s"
207,Zamrock,https://en.wikipedia.org/wiki/Zamrock,"Zamrock's roots can be traced back to the 1950s, with northern singers from the Copperbelt Province such as Stephen Tsotsi Kasumali, William Mapulanga"
208,Ba Yombe,https://en.wikipedia.org/wiki/Ba_Yombe,"In 1981 there was an estimated 15,000 people of the Yombe, living in an area of 625 square miles (1,620 km2).[1] This group refers to people among the"
209,Distro Kuomboka,https://en.wikipedia.org/wiki/Distro_Kuomboka,Distro Kuomboka were formed at Kabwe in 1979. They are Zambia's longest surviving band[citation needed]. Recognised as Zambia's Best Band at the Ngoma
210,Mulungushi Dam,https://en.wikipedia.org/wiki/Mulungushi_Dam,"The Mulungushi Dam located 50 km south-east of Kabwe, Zambia was constructed by the Broken Hill Development Company on the Mulungushi River and opened"
211,Rhodesian Man,https://en.wikipedia.org/wiki/Rhodesian_Man,"Homo rhodesiensis is now mostly considered a synonym of Homo heidelbergensis, or possibly an African subspecies of Homo heidelbergensis sensu lato, un"
212,Lechwe Secondary School,https://en.wikipedia.org/wiki/Lechwe_Secondary_School,Music and art classes are taken from reception (kindergarten) and through the secondary school years. Over the course of the three terms the students 
213,Kabompo Ferry,https://en.wikipedia.org/wiki/Kabompo_Ferry,"It is a manually powered cable ferry, propelled by pulling on the steel cables which anchor it to each bank of the 100 m wide river. The workers stand"
214,Lake Ishiba Ng'andu,https://en.wikipedia.org/wiki/Lake_Ishiba_Ng%27andu,"It is important to the Bemba people as the country in which, in the late 17th Century, Chitimukulu of the Ng'andu (crocodile) Clan came across a dead "
215,Chavuma Falls,https://en.wikipedia.org/wiki/Chavuma_Falls,Chavuma Falls is a small waterfall on the Zambezi River in northwestern Zambia close to the border with Angola and the town of Chavuma. During the wet
216,"Africa House, The",https://en.wikipedia.org/wiki/The_Africa_House,"The Africa House is an account of the life of soldier, pioneer white settler, politician and supporter of African independence Stewart Gore-Browne in "
217,Mpika railway station,https://en.wikipedia.org/wiki/Mpika_railway_station,Sidings where freight may be loaded and unloaded existing in several places. These are concentrated to the north east of the station in a complex of s
218,Paramount Chief Mpezeni,https://en.wikipedia.org/wiki/Paramount_Chief_Mpezeni,"The chieftainship was founded by Zwangendaba, a former general and relative of King Shaka of the Zulu, who fled the mfecane. It is named after the Ngo"
219,Cairo Road,https://en.wikipedia.org/wiki/Cairo_Road,"Cairo Road is 1.8 km long, running north–south between the Great East Road and Independence Avenue, and is a wide dual carriageway with an avenue of t"
220,National Assembly of Zambia,https://en.wikipedia.org/wiki/National_Assembly_of_Zambia,"Of the 167 members of the National Assembly, 156 are elected by the first-past-the-post system in single-member constituencies, with a further eight a"
221,North-Western Rhodesia,https://en.wikipedia.org/wiki/North-Western_Rhodesia,"North-Western Rhodesia, in south central Africa, was a territory administered from 1891 until 1899 under charter by the British South Africa Company. "
222,Lwiindi,https://en.wikipedia.org/wiki/Lwiindi,Lwiindi is an annual festival of the Tonga people of might southern Zambia. It is a thanksgiving ceremony to appease the gods for the good rains and h
223,United Democratic Alliance (Zambia),https://en.wikipedia.org/wiki/United_Democratic_Alliance_(Zambia),"The UDA was formed on 1 March 2006 by the United Party for National Development (UPND), the United National Independence Party (UNIP) and the Forum fo"
224,List of Zambian companies,https://en.wikipedia.org/wiki/List_of_Zambian_companies,"The Republic of Zambia is a landlocked country in Southern Africa,[1] neighbouring the Democratic Republic of the Congo to the north, Tanzania to the "
225,Nsolo,https://en.wikipedia.org/wiki/Nsolo,Nsolo also called Chisolo is the Zambian version of mancala.[1] Nsolo game is usually played by scooping holes in the ground and using small stones or
226,Lunda language,https://en.wikipedia.org/wiki/Lunda_language,"Lunda, also known as Chilunda, is a Bantu language spoken in Zambia, Angola and, to a lesser extent, in the Democratic Republic of the Congo (DRC). Lu"
227,Lists of Zambia-related topics,https://en.wikipedia.org/wiki/Lists_of_Zambia-related_topics,"Zambia, officially known as the Republic of Zambia, is a landlocked country in Southern Africa. The neighbouring countries are the Democratic Republic"
228,Chambeshi River,https://en.wikipedia.org/wiki/Chambeshi_River,"The Chambeshi rises as a stream in the mountains of northeast Zambia near Lake Tanganyika at an elevation of 1,760 metres (5,770 ft) above sea level. "
229,United States Ambassador to Zambia,https://en.wikipedia.org/wiki/United_States_Ambassador_to_Zambia,The United States immediately recognized the new nation and moved to establish diplomatic relations. An embassy in Lusaka was established on October 2
230,Zambia Republic Party,https://en.wikipedia.org/wiki/Zambia_Republic_Party,"The ZRP was formed in February 2001 as a merger of the Zambia Alliance for Progress (ZAP), the Republican Party and the National Republican Party; how"
231,Aero Zambia,https://en.wikipedia.org/wiki/Aero_Zambia,Aero Zambia was an airline based in Zambia.Aero Zambia replaced the bankrupt Zambia Airways and was admitted as a full member of IATA ( International 
232,New Lusaka Stadium,https://en.wikipedia.org/wiki/New_Lusaka_Stadium,"New Lusaka Stadium was a planned multi-purpose stadium in Lusaka, Zambia until Zambia backed out of hosting the 2011 All-Africa Games in 2009. It woul"
233,Dag Hammerskjold Stadium,https://en.wikipedia.org/wiki/Dag_Hammerskjold_Stadium,"Dag Hammarskjöld Stadium was a multi-use stadium in Ndola, Zambia, named after former Secretary-General of the United Nations Dag Hammarskjöld. It was"
234,ZESCO United Football Club,https://en.wikipedia.org/wiki/ZESCO_United_Football_Club,ZESCO United was founded in 1974. They became the first Zambian club to qualify for the CAF African Champions League Group stage in 2009. ZESCO United
235,Balovale,https://en.wikipedia.org/wiki/Balovale,"Zambezi is a town in the North-Western Province of Zambia, lying on the Zambezi River and the M8 road, west of Kabompo. It is known for the palaces of"
236,Independence Stadium (Zambia),https://en.wikipedia.org/wiki/Independence_Stadium_(Zambia),"In 2004, the stadium was closed by the then national sports minister citing safety concerns due to the age and status of the building. The order was r"
237,Nyiha,https://en.wikipedia.org/wiki/Nyiha,"Cotton weaving was common, as was pottery-making by women. Mat- and basket-making, iron-working by the men, and collecting salt from the Lake Rukwa ar"
238,Heritage Party,https://en.wikipedia.org/wiki/Heritage_Party_(Zambia),The party was formed in 2001 by Godfrey Miyanda after he left the Movement for Multi-Party Democracy over President Frederick Chiluba's plans to run f
239,Monuments and Historic Sites of Zambia,https://en.wikipedia.org/wiki/Monuments_and_Historic_Sites_of_Zambia,"However, only about 35% of the country's land area has been adequately surveyed for cultural heritage and, due to a shortage of funds, the condition o"
240,Nsumbu National Park,https://en.wikipedia.org/wiki/Nsumbu_National_Park,"Sumbu offers game viewing combined with sports fishing on the lake, and a beautiful landscape. The lake shore includes rocky cliffs, the balancing roc"
241,List of birds of Zambia,https://en.wikipedia.org/wiki/List_of_birds_of_Zambia,"This list's taxonomic treatment (designation and sequence of orders, families and species) and nomenclature (common and scientific names) follow the c"
242,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,"Banani International Secondary School is a residential international girls' secondary school (grades 8-12) in Chisamba, Zambia. The nearest village is"
243,Ibwatu,https://en.wikipedia.org/wiki/Ibwatu,Munkoyo[1][2][3] or ibwatu[4] is a popular drink in rural Zambia. It is a mildly fermented drink made from pounded roots mixed with bits of maize. The
244,Ngonye Falls,https://en.wikipedia.org/wiki/Ngonye_Falls,"The Ngonye Falls[1][2] or Sioma Falls is a waterfall on the Zambezi river in Western province Zambia, near the town of Sioma and a few hundred kilomet"
245,International XI cricket team in Rhodesia in 1961-62,https://en.wikipedia.org/wiki/International_XI_cricket_team_in_Rhodesia_in_1961-62,"An International XI cricket team toured several countries from February to April 1962 and played a total of eight first-class matches, these taking pl"
246,List of schools in Zambia,https://en.wikipedia.org/wiki/List_of_schools_in_Zambia,All schools in Zambia whether public or private or community based are registered with the Ministry of General Education (MOGE). The Mandate of the Mi
247,Kafue Railway Bridge,https://en.wikipedia.org/wiki/Kafue_Railway_Bridge,"With a length of 427 metres (1,401 ft) the Kafue Railway Bridge was the longest bridge on the Rhodesian Railways network.[1] It includes nearly 2 kilo"
248,Lumangwe Falls,https://en.wikipedia.org/wiki/Lumangwe_Falls,Lumangwe Falls are reached via a 10 km earth road which turns west from the Kawambwa-Mporokoso gravel road 2.5 km north-east of the Kalungwishi bridge
249,2011 All-Africa Games,https://en.wikipedia.org/wiki/2011_All-Africa_Games,"When Mozambique initially announced its ability to host the 10th Games, there was a possibility of a paring down of the sports to be offered, due to t"
250,New Livingstone Stadium,https://en.wikipedia.org/wiki/New_Livingstone_Stadium,"New Livingstone Stadium was a proposed multi-purpose stadium in Livingstone, Zambia, that was in the planning stages until Zambia backed out of hostin"
251,National Citizens' Coalition,https://en.wikipedia.org/wiki/National_Citizens%27_Coalition,"The NCC was founded by Nevers Mumba, an evangelical pastor, in 1997, and was known as the National Christian Coalition until being renamed on 19 June "
252,Eastern Lunda,https://en.wikipedia.org/wiki/Eastern_Lunda,The Eastern Lunda migrated in the 18th Century to their current area under the leader Mwata Kazembe. Their neighbours in northern Zambia to whom they 
253,North Luangwa National Park,https://en.wikipedia.org/wiki/North_Luangwa_National_Park,"For many years its wildlife suffered greatly from poaching, but recent years have seen poaching almost entirely stopped. It has generally suffered fro"
254,List of mammals in Zambia,https://en.wikipedia.org/wiki/List_of_mammals_in_Zambia,"The lagomorphs comprise two families, Leporidae (hares and rabbits), and Ochotonidae (pikas). Though they can resemble rodents, and were classified as"
255,Zambia Medical Mission,https://en.wikipedia.org/wiki/Zambia_Medical_Mission,The Zambia Medical Mission is an annual medical outreach conducted in the remote villages of southern Zambia. The outreach is affiliated with the Chur
256,Lunsemfwa River,https://en.wikipedia.org/wiki/Lunsemfwa_River,"The Lunsemfwa enters the Luangwa Rift valley about 40 km from its western end, where the valley is about 45 km wide. It flows to the middle of the val"
257,Mashombe Blue Jeans,https://en.wikipedia.org/wiki/Mashombe_Blue_Jeans,Their reputation has received a considerable boost from their association with the Tonga Music Festival[1] sponsored by Chikuni Radio Station and they
258,Litunga,https://en.wikipedia.org/wiki/Litunga,The Litunga of Barotseland (now in Zambia) is the king of the Barotse people.[citation needed] The Litunga resides near the Zambezi River and the town
259,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,"During the 1991 soccer season, the club finished as runners up in the independence Cup Competition after losing 5-1 to the then Football kings of Zamb"
260,Mfuwe Airport,https://en.wikipedia.org/wiki/Mfuwe_Airport,"Mfuwe Airport (IATA: MFU, ICAO: FLMF) is an airport serving Mfuwe, a diffuse settlement in Mambwe District in the Eastern Province in Zambia. It serve"
261,Football Association of Zambia,https://en.wikipedia.org/wiki/Football_Association_of_Zambia,"The Zambia national football team represents Zambia in association football and is governed by the Football Association of Zambia. During the 1980s, t"
262,Ministry of Energy (Zambia),https://en.wikipedia.org/wiki/Ministry_of_Energy_(Zambia),In 2012 the Ministry of Water and Energy was merged with the Ministry of Mines to form the Ministry of Mines Energy and Water Development. The merger 
263,Ngoma Music Award,https://en.wikipedia.org/wiki/Ngoma_Music_Award,"In 2019, the Ngoma Awards returned to Zambia after a 6 year hiatus. The newly relaunched Ngoma Awards includes 7 categories: creative writing, stage t"
264,Nkwazi Football Club,https://en.wikipedia.org/wiki/Nkwazi_Football_Club,"Nkwazi Football Club is a Zambian football club based in Lusaka. They play in the Zambian Premier League, after gaining promotion from Division One So"
265,Governor-General of the Federation of Rhodesia and Nyasaland,https://en.wikipedia.org/wiki/Governor-General_of_the_Federation_of_Rhodesia_and_Nyasaland,"As Salisbury (now Harare) became the capital of the Federation as well as Southern Rhodesia, Government House, previously used as the residence of the"
266,Old Drift cemetery,https://en.wikipedia.org/wiki/Old_Drift_cemetery,The Old Drift Cemetery is a small burial site near the Zambezi river in modern-day Zambia. It includes the graves of early European settlers and visit
267,Zambia Congress of Trade Unions,https://en.wikipedia.org/wiki/Zambia_Congress_of_Trade_Unions,"Frederick Chiluba was Chairman-General of ZCTU 1974-1991.[1] From 1991 to 2002, the president was Fackson Shamenda. From October 2002 to 20 December 2"
268,Judiciary of Zambia,https://en.wikipedia.org/wiki/Judiciary_of_Zambia,The Judiciary of Zambia is the branch of the Government of the Republic of Zambia which interprets and applies the country's laws to ensure impartial 
269,Zambia Alliance for Progress,https://en.wikipedia.org/wiki/Zambia_Alliance_for_Progress,"In 2001 it merged into the Zambia Republican Party (ZRP).[3] However, after disagreements between Mungomba and Benjamin Mwila, the ZAP left the ZRP an"
270,Livingstone Airport,https://en.wikipedia.org/wiki/Livingstone_Airport,The renovations included (a) a new terminal building (b) a new main runway (c) a new apron and (d) new apron lights. The previous airport had capacity
271,Kabwelume Falls,https://en.wikipedia.org/wiki/Kabwelume_Falls,Kabwelume Falls is a waterfall on the Kalungwishi River in the Northern Province of Zambia. The falls is about 6 km down stream of Lumangwe Falls. Whe
272,Chilanga Cement,https://en.wikipedia.org/wiki/Chilanga_Cement,"The company was founded in 1949, privatized in 1957, nationalized in 1973, and was the first large state-owned company to be privatized (or re-privati"
273,Namwanga,https://en.wikipedia.org/wiki/Namwanga,"Mwanga, or Namwanga (Nyamwanga), is a Bantu language spoken by the Mwanga people in the Northern Province of Zambia[3] (mainly in the districts of Iso"
274,Green Buffaloes FC,https://en.wikipedia.org/wiki/Green_Buffaloes_FC,"The club is based in the capital city Lusaka, Zambia, that plays in the FAZ/MTN Super League, the top flight of Zambian football. It has won 5 League "
275,Tokaleya,https://en.wikipedia.org/wiki/Tokaleya,The Tokaleya have a long history in the area. For them the Falls are a sacred and essential element in their culture. Victoria Falls forms an integral
276,Eastern Air,https://en.wikipedia.org/wiki/Eastern_Air,"Zambia Skyways had resumed services partially in 2009, with flights to Dubai and London through a partnership with Air Zimbabwe in which the airline w"
277,United Liberal Party,https://en.wikipedia.org/wiki/United_Liberal_Party_(Zambia),The ULP was formed in July 2006 by Sakwiba Sikota after he lost the United Party for National Development leadership contest.[1] The party did not nom
278,Archdiocese of Lusaka,https://en.wikipedia.org/wiki/Archdiocese_of_Lusaka,"As per 2015, the archdiocese pastorally served 1,171,000 Catholics (35.4% of 3,310,000 total) on an area of 64,000 km² (24,720 mi²), subdivided into 6"
279,Mbereshi River,https://en.wikipedia.org/wiki/Mbereshi_River,The Mbereshi River (also spelled and pronounced 'Mbeleshi') drains the northern Zambian plateau north of Kawambwa and flows west into the Luapula vall
280,List of airports in Zambia,https://en.wikipedia.org/wiki/List_of_airports_in_Zambia,"Zambia, officially the Republic of Zambia, is a landlocked country in Southern Africa. The neighboring countries are the Democratic Republic of the Co"
281,Zambia Scouts Association,https://en.wikipedia.org/wiki/Zambia_Scouts_Association,"The great popularity of the Boy Scout movement was due to its outdoor program such as hiking, camping, cooking and pioneering, which was unusual in th"
282,Girl Guides Association of Zambia,https://en.wikipedia.org/wiki/Girl_Guides_Association_of_Zambia,"The Girl Guides Association of Zambia is the national Guiding organization of Zambia. It serves 23,662 members (as of 2009).[1] Founded in 1924 as the"
283,Power Dynamos FC,https://en.wikipedia.org/wiki/Power_Dynamos_FC,Power Dynamos is known for playing beautiful passing football and their matches are usually enjoyed by the Zambian Premier League fans. Their main riv
284,Kanongesha-Lunda,https://en.wikipedia.org/wiki/Kanongesha-Lunda,The Kanongesha-Lunda (also called the Western Lunda) are an ethnic group living mainly in the North-Western Province of Zambia under Senior Chief Kano
285,New Ndola Stadium,https://en.wikipedia.org/wiki/New_Ndola_Stadium,"In 2010, the Chinese government announced that the stadium will be built.[1] The first international game that was played in the stadium was held on 9"
286,Governor of Northern Rhodesia,https://en.wikipedia.org/wiki/Governor_of_Northern_Rhodesia,The Governor of Northern Rhodesia was the representative of the British Monarch in the self-governing colony of Northern Rhodesia from 1924 to 1964. T
287,Mulungushi,https://en.wikipedia.org/wiki/Mulungushi,Mulungushi is a river (and a small town nearby) in central Zambia which has taken on a symbolic and historical meaning synonymous with the independenc
288,Districts of Zambia,https://en.wikipedia.org/wiki/Districts_of_Zambia,"Article 109 in part VIII of the constitution of Zambia deals with local government. It states only that there should be some form of local government,"
289,Zambia Davis Cup team,https://en.wikipedia.org/wiki/Zambia_Davis_Cup_team,The Zambia Davis Cup team represents Zambia in Davis Cup tennis competition and are governed by the Zambia Lawn Tennis Association. They have not comp
290,Konkola Stadium,https://en.wikipedia.org/wiki/Konkola_Stadium,"Konkola Stadium is a multi-purpose stadium in Chililabombwe, Zambia. Built in the 1950s,[1] it is currently used mostly for football matches and serve"
291,Chizongwe Secondary School,https://en.wikipedia.org/wiki/Chizongwe_Secondary_School,"Between 1966 and 1980 it was amongst the top five secondary schools in Zambia together with Munali (Lusaka), Linda High School (Livingstone), David Ka"
292,Lists of country-related topics,https://en.wikipedia.org/wiki/Lists_of_country-related_topics,"Each entry below presents a list of topics about a specific nation or state (country), followed by a link to the main article for that country. Entrie"
