article_id,title,link,paragraph
455,Zambia national football team,https://en.wikipedia.org/wiki/Zambia_national_football_team,The Zambia national football team represents Zambia in men's international association football and it is governed by the Football Association of Zamb
456,Northern Rhodesia,https://en.wikipedia.org/wiki/Northern_Rhodesia,"Northern Rhodesia was a protectorate in south central Africa, formed in 1911 by amalgamating the two earlier protectorates of Barotziland-North-Wester"
457,Kalindula,https://en.wikipedia.org/wiki/Kalindula,"In the Southern Province of Zambia, kalindula bands compete to participate in the annual Tonga Music Festival sponsored by Chikuni Radio station. Winn"
458,Mulungushi Rock of Authority,https://en.wikipedia.org/wiki/Mulungushi_Rock_of_Authority,"Mulungushi Rock of Authority, also known as Mulungushi Rock, is a kopje (isolated rock hill) in the Central Province of Zambia associated with major p"
459,Zambezi,https://en.wikipedia.org/wiki/Zambezi,"The Zambezi River (also spelled Zambeze and Zambesi) is the fourth-longest river in Africa, the longest east-flowing river in Africa and the largest f"
460,Barotseland,https://en.wikipedia.org/wiki/Barotseland,"It is believed that the Barotse state was founded by Queen Mbuywamwambwa, the Lozi matriarch, over 500 years ago.[9] Its people were migrants from the"
461,Lusaka Stock Exchange,https://en.wikipedia.org/wiki/Lusaka_Stock_Exchange,The 1972 Securities Act revised to facilitate the establishment of the Securities Exchange. It was structured around models of a modern Stock Exchange
462,Kazungula Ferry,https://en.wikipedia.org/wiki/Kazungula_Ferry,In August 2007 the governments of Zambia and Botswana announced a deal to construct a bridge at the site to replace the ferry.[6] The existence of a s
463,Lusaka Stock Exchange,https://en.wikipedia.org/wiki/Lusaka_Stock_Exchange,The formation of LuSE was part of the government’s economic reform program aimed at developing the financial and capital market in order to support an
464,Tumbuka,https://en.wikipedia.org/wiki/Tumbuka_people,The large elephant herds of the region attracted groups of coastal Swahili ivory hunters and traders followed in the colonial era by European ivory tr
465,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,"In 2015, 61% of the total population had access to an ""at least basic water service"", or 86% of the urban population and 44% of the rural population.["
466,Hinduism in Zambia,https://en.wikipedia.org/wiki/Hinduism_in_Zambia,"Zambia is officially a ""Christian country"" by constitution. Christianity is the state religion in Zambia according to the 1996 constitution,[2] and th"
467,Zambia Post,https://en.wikipedia.org/wiki/Zambia_Post,"The Post has also been involved in wrangles against the Zambian government. In 2001, Fred M'membe was arrested for calling the then president, Chiluba"
468,"Zambian presidential election, 1991","https://en.wikipedia.org/wiki/Zambian_presidential_election,_1991","However, by the summer of 1990 discontent had built to a fever pitch. In July, following three days of riots in Lusaka, Kaunda announced a referendum "
469,Lunda Empire,https://en.wikipedia.org/wiki/Lunda_Empire,"At the start of the colonial era (1884), the Lunda heartland was divided between Portuguese Angola, King Leopold II of Belgium's Congo Free State and "
470,Northern Rhodesia,https://en.wikipedia.org/wiki/Northern_Rhodesia,The British South Africa Company was responsible for building the Rhodesian railway system in the period of primary construction which ended in 1911 w
471,Fanagalo,https://en.wikipedia.org/wiki/Fanagalo,"Like Turkish, Fanagalo is characterized by a certain amount of vowel harmony, wherein a vowel in a prefix is changed according to the subsequent vowel"
472,Kalambo River,https://en.wikipedia.org/wiki/Kalambo_River,"The Kalambo River forms part of the border between Zambia and Songwe Region,Tanzania. It is a comparatively small stream which rises on the Ufipa Plat"
473,Victoria Falls Bridge,https://en.wikipedia.org/wiki/Victoria_Falls_Bridge,"Today, one of the Victoria Falls Bridge's main attraction are historical guided tours focusing on the construction of the bridge and include a walking"
474,Provinces of Zambia,https://en.wikipedia.org/wiki/Provinces_of_Zambia,"Agriculture is the major profession in most of the provinces in Zambia. Maize, mixed beans, rice, sorghum, soya beans, sunflower, sweet potatoes and w"
475,Mufulira Wanderers,https://en.wikipedia.org/wiki/Mufulira_Wanderers,"In 1968, Ndhlovu left for a six-month coaching course with Blackpool in England and Sikazwe stood in as coach. In September 1969, striker Robertson Zu"
476,Zambian kwacha,https://en.wikipedia.org/wiki/Zambian_kwacha,"Throughout the years, the Zambian currency suffered high rates of inflation forcing the Bank of Zambia to introduce high value denominations in 2003, "
477,Ing-ombe Ilede,https://en.wikipedia.org/wiki/Ing-ombe_Ilede,There were 48 + burial graves that were uncovered at Ing'ombe Ilede between the periods 1960-1962 by Chaplin and Mrs Anderson. These graves contained 
478,Kuomboka,https://en.wikipedia.org/wiki/Kuomboka,The ceremony begins with two white scout canoes that are sent to check the depth of the water and for the presence of any enemies. Once the scouts sig
479,Lake Bangweulu,https://en.wikipedia.org/wiki/Lake_Bangweulu,"Bangweulu — 'where the water sky meets the sky' — is one of the world's great wetland systems, comprising Lake Bangweulu, the Bangweulu Swamps and the"
480,Africa,https://en.wikipedia.org/wiki/Africa,"The continent is surrounded by the Mediterranean Sea to the north, the Isthmus of Suez and the Red Sea to the northeast, the Indian Ocean to the south"
481,Luambe National Park,https://en.wikipedia.org/wiki/Luambe_National_Park,"The life force of the Luangwa Valley is the Luangwa River. In the rainy season it floods and as it recedes, lagoons remain at the side of the main cha"
482,Lusaka Declaration,https://en.wikipedia.org/wiki/Lusaka_Declaration,"The declaration followed the 1971 Singapore Declaration, which laid out the first political, social, and economic membership criteria. In that documen"
483,Victoria Falls Bridge,https://en.wikipedia.org/wiki/Victoria_Falls_Bridge,The Victoria Falls Bridge did not bring the first train or the first railway to Northern Rhodesia (called Zambia since 1964). To push on with construc
484,Kalambo Falls,https://en.wikipedia.org/wiki/Kalambo_Falls,"Archaeologically, Kalambo Falls is one of the most important sites in Africa. It has produced a sequence of past human activity stretching over more t"
485,1977 Dan-Air Boeing 707 crash,https://en.wikipedia.org/wiki/1977_Dan-Air_Boeing_707_crash,The aircraft was a Boeing 707-321C that first entered service with Pan American World Airways (Pan Am) in 1963. This aircraft was also the first conve
486,Economy of Zambia,https://en.wikipedia.org/wiki/Economy_of_Zambia,"For the first time since 1989, in 2007 Zambia's economic growth reached the 6%-7% mark needed to reduce poverty significantly. Copper output has incre"
487,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,"Water kiosks, which were first introduced in Zambia in 2005, are operated by private individuals who have signed an agreement with water utilities and"
488,Stairs Expedition,https://en.wikipedia.org/wiki/Stairs_Expedition,Stairs' orders were to take Katanga with or without Msiri's agreement. If they found a BSAC expedition had beaten them and had a treaty with Msiri the
489,Zambian Defence Force,https://en.wikipedia.org/wiki/Zambian_Defence_Force,"Due in part to the extreme secrecy surrounding the ZNDF's budget and the refusal of the UNIP to allow parliamentary debate on the topic, a number of p"
490,Silimba,https://en.wikipedia.org/wiki/Silimba,"The xylophone (from the Ancient Greek words ξύλον—xylon, ""wood""[1] + φωνή—phōnē, ""sound, voice"",[2] literally meaning ""sound of wood"") is a musical in"
491,Lozi language,https://en.wikipedia.org/wiki/Lozi_language,The Kololo were a Sotho people who used to live in what is now the Free State province of South Africa. The Kololo were forced to flee from Shaka Zulu
492,Silimba,https://en.wikipedia.org/wiki/Silimba,"The Gyil's design is similar to the Balaba or Balafon used by the Mande-speaking Bambara, Dyula and Sosso peoples further west in southern Mali and we"
493,Economy of Zambia,https://en.wikipedia.org/wiki/Economy_of_Zambia,Zambia itself is one of Sub-Saharan Africa's most highly urbanized countries. About one-half of the country's 16 million people are concentrated in a 
494,Zambia Independence Act 1964,https://en.wikipedia.org/wiki/Zambia_Independence_Act_1964,"In 1953, the creation of the Federation of Rhodesia and Nyasaland grouped together Northern Rhodesia, Southern Rhodesia, and Nyasaland (now Malawi) as"
495,British diaspora in Africa,https://en.wikipedia.org/wiki/British_diaspora_in_Africa,"Despite the high emigration rate, many people of British descent continue to settle in South Africa, including many South African-born people who have"
496,"Zambian general election, 2006","https://en.wikipedia.org/wiki/Zambian_general_election,_2006","During the campaign, Patriotic Front leader Michael Sata was strongly critical of Chinese investment in the country and suggested that he would recogn"
497,MV Liemba,https://en.wikipedia.org/wiki/MV_Liemba,"Geoffrey Spicer-Simson and the Royal Navy succeeded in the monumental task of bringing two armed motor boats, Mimi and Toutou, from England and via th"
498,Cape to Cairo Road,https://en.wikipedia.org/wiki/Cape_to_Cairo_Road,"In Tanzania there are a number of roads could be deemed to be part of the route, the clear definitions and markings that are characteristic of the Pan"
499,Fanagalo,https://en.wikipedia.org/wiki/Fanagalo,Fanagalo was used extensively in gold and diamond mines because the South African mining industry employed workers on fixed contracts from across sout
500,British South Africa Police,https://en.wikipedia.org/wiki/British_South_Africa_Police,"In the late 1970s a Civilian African Tracking Unit (C.A.T.U.) was added, to relieve the professional trackers in the pursuing of the enemy infiltrator"
501,South Luangwa National Park,https://en.wikipedia.org/wiki/South_Luangwa_National_Park,"South Luangwa National Park in eastern Zambia, the southernmost of three national parks in the valley of the Luangwa River. It, is a world-renowned wi"
502,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,"The falls are formed where the full width of the river plummets in a single vertical drop into a transverse chasm 1,708 metres (5,604 ft) wide, carved"
503,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,There are two islands on the crest of the falls that are large enough to divide the curtain of water even at full flood: Boaruka Island (or Cataract I
504,Dugout (boat),https://en.wikipedia.org/wiki/Dugout_(boat),"In ancient Europe many dugouts were made from linden wood, for several reasons. First, linden trees were abundant in the Paleolithic after the melting"
505,National Democratic Focus,https://en.wikipedia.org/wiki/National_Democratic_Focus,"The alliance was formed in 2006 as the National Democratic Front, and was initially planned to consist of the Party for Unity, Democracy and Developme"
506,Fanagalo,https://en.wikipedia.org/wiki/Fanagalo,"Adendorff describes two variants of the language, Mine Fanagalo and Garden Fanagalo. The latter name refers to its use with servants in households. It"
507,Sakeji School,https://en.wikipedia.org/wiki/Sakeji_School,"Doctor Walter Fisher and his wife, founders of the mission at Kalene Hill, founded the school in 1925 as a place to educate their own six children and"
508,Komboni,https://en.wikipedia.org/wiki/Komboni,"The class separation of Lusaka and the unplanned nature of kombonis can lead to violent clashes.[6]: 56–57  In 2013 violence broke out in Kampasa, an "
509,Tumbuka,https://en.wikipedia.org/wiki/Tumbuka_people,"The Tumbuka, (or, Kamanga, Batumbuka and Matumbuka), is an ethnic group found in Northern Malawi, Eastern Zambia and Southern Tanzania.[1][2][3] Tumbu"
510,Zambian Defence Force,https://en.wikipedia.org/wiki/Zambian_Defence_Force,"In November 1982, the ZNDF killed Adamson Mushala in an ambush outside Solwezi, although his followers continued to carry out operations under the lea"
511,Kasanka National Park,https://en.wikipedia.org/wiki/Kasanka_National_Park,"There are a variety of habitats in the park. Brachystegia woodland, otherwise known as Miombo Woodland, covers around 70% of Kasanka’s surface area, i"
512,"Northern Province, Zambia","https://en.wikipedia.org/wiki/Northern_Province,_Zambia","These features produce a diverse landscape that varies and poses different challenges, particularly to highway construction, as one moves from one par"
513,Sakeji School,https://en.wikipedia.org/wiki/Sakeji_School,"The school overlooks the Sakeji River, a tributary of the Zambezi River, which provides hydroelectric power and is used for recreation by the children"
514,Zambia national football team,https://en.wikipedia.org/wiki/Zambia_national_football_team,"The football team Zambia finished 1st in their group as they beat Senegal (1-2, goals from Emmanuel Mayuka and Rainford Kalaba) then they shared the p"
515,Zambia Post,https://en.wikipedia.org/wiki/Zambia_Post,The Post was an independent Zambian newspaper. It was one of the three primary newspapers of the country. The newspaper was set up in 1991.[1] The Sun
516,Great East Road (Zambia),https://en.wikipedia.org/wiki/Great_East_Road_(Zambia),"Crossing the steep terrain of the lower Luangwa valley was a major challenge. The 1929 track was usually closed in the rainy season, and so the first "
517,Lake Mweru,https://en.wikipedia.org/wiki/Lake_Mweru,"Mweru's average length is 118 kilometres (73 mi) and its average width is 45 kilometres (28 mi), with its long axis oriented northeast–southwest. Its "
518,Luapula River,https://en.wikipedia.org/wiki/Luapula_River,"The first large town of the colonial era was the river port, Kasenga, in DR Congo, which grew prosperous in the 1930s from supplying fish to Elizabeth"
519,History of Africa,https://en.wikipedia.org/wiki/History_of_Africa,"The fossil record shows Homo sapiens (also known as ""modern humans"" or ""anatomically modern humans"") living in Africa by about 350,000-260,000 years a"
520,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"With the formation of the Federation of Rhodesia and Nyasaland in 1954, cricket was fully integrated with Southern Rhodesia but investment was concent"
521,Chewa people,https://en.wikipedia.org/wiki/Chewa_people,"By the 17th century, when the 'Malawi' state had been unified, the Portuguese had made some contact with the Chewa. Although the Portuguese did not re"
522,History of Africa,https://en.wikipedia.org/wiki/History_of_Africa,"Around 65–50,000 years ago, the species' expansion out of Africa launched the colonization of the planet by modern human beings.[47][48][49][50] By 10"
523,Kalambo Falls,https://en.wikipedia.org/wiki/Kalambo_Falls,"The Kalambo Falls on the Kalambo River is a 772-foot (235 m) single-drop waterfall on the border of Zambia and Songwe Region,Tanzania at the southeast"
524,Congo River,https://en.wikipedia.org/wiki/Congo_River,"The river and its tributaries flow through the Congo Rainforest, the second largest rain forest area in the world, after the Amazon Rainforest in Sout"
525,Stairs Expedition,https://en.wikipedia.org/wiki/Stairs_Expedition,"Stairs' second-in-command was the only Belgian on the expedition, Captain Omer Bodson, who had already served the Free State in the Congo, and had had"
526,1977 Dan-Air Boeing 707 crash,https://en.wikipedia.org/wiki/1977_Dan-Air_Boeing_707_crash,The 1977 Dan-Air/IAS Cargo Boeing 707 crash was a fatal accident involving a Boeing 707-321C cargo aircraft operated by Dan Air Services Limited on be
527,Foreign relations of Zambia,https://en.wikipedia.org/wiki/Foreign_relations_of_Zambia,Zambia received its own liberation from colonialism relatively early from Britain. The newly formed Zambian government under President Kenneth Kaunda 
528,Federation of Rhodesia and Nyasaland,https://en.wikipedia.org/wiki/Federation_of_Rhodesia_and_Nyasaland,"Rather than a federation, Prime Minister Huggins favoured an amalgamation, creating a single state. However, after the Second World War, Britain oppos"
529,1977 Dan-Air Boeing 707 crash,https://en.wikipedia.org/wiki/1977_Dan-Air_Boeing_707_crash,"Tests were conducted to determine whether or not the loss of a single stabilizer was a recoverable situation, and it was determined that recovery woul"
530,Shona language,https://en.wikipedia.org/wiki/Shona_language,"The first novel in Shona, Solomon Mutswairo's Feso, was published in 1957. Shona is taught in the schools but is not the general medium of instruction"
531,Politics of Zambia,https://en.wikipedia.org/wiki/Politics_of_Zambia,"Kaunda's political party, the United National Independence Party (UNIP), was founded in 1959 and was in power under Kaunda's leadership from 1964 to 1"
532,Luapula River,https://en.wikipedia.org/wiki/Luapula_River,"For many practical study purposes, the lower Luapula and Mweru can be considered as one entity. They lie in a rift valley or graben once considered se"
533,Zambezi,https://en.wikipedia.org/wiki/Zambezi,The first of its large tributaries to enter the Zambezi is the Kabompo River in the northwestern province of Zambia. A major advantage of the Kabompo 
534,Wildlife of Zambia,https://en.wikipedia.org/wiki/Wildlife_of_Zambia,"Secondly, poverty has accompanied the population growth. In the economic boom of the 1940s and 1950s, the mines and factories of the Copperbelt provid"
535,Dambos,https://en.wikipedia.org/wiki/Dambos,"Dambos are characterised by grasses, rushes and sedges, contrasting with surrounding woodland such as Miombo woodland. They may be substantially dry a"
536,Nshima,https://en.wikipedia.org/wiki/Nshima,"In Luhya culture it is the most common staple starch, but is also a key part of Luhya Wedding traditions; obusuma prepared from millet (known as obusu"
537,Africa,https://en.wikipedia.org/wiki/Africa,"Africa is home to much biodiversity; it is the continent with the largest number of megafauna species, as it was least affected by the extinction of t"
538,Zambia,https://en.wikipedia.org/wiki/Zambia,The Bantu people originally lived in West and Central Africa around what is today Cameroon and Nigeria. Around 4000 to 3000 years ago they began a mil
539,Education in Zambia,https://en.wikipedia.org/wiki/Education_in_Zambia,"The introduction of fees in the late 1990s has made university level education inaccessible for some, although the government does theoretically provi"
540,North-Eastern Rhodesia,https://en.wikipedia.org/wiki/North-Eastern_Rhodesia,"In January 1900 Queen Victoria signed the North-Eastern Rhodesia Order in Council, 1900. This Order made official the name North-Eastern Rhodesia and "
541,Ing-ombe Ilede,https://en.wikipedia.org/wiki/Ing-ombe_Ilede,Domesticated charred sorghum and millet seeds were found at the site that indicated farming took place at Ing'ombe Ilede.[1] Also found at the site wa
542,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,The Bantu people originally lived in West/Central Africa around what is today Cameroon/Nigeria. Around 4000 to 3000 years ago they began a millennia-l
543,Zambezi,https://en.wikipedia.org/wiki/Zambezi,"The region drained by the Zambezi is a vast broken-edged plateau 900–1200 m high, composed in the remote interior of metamorphic beds and fringed with"
544,Chengelo Secondary School,https://en.wikipedia.org/wiki/Chengelo_Secondary_School,Situated fifteen kilometres from the main campus is the Ndubaluba Outdoor Centre. The centre was opened in 1993 by Chengelo's founding headmaster Neil
545,Itezhi-Tezhi Dam,https://en.wikipedia.org/wiki/Itezhi-Tezhi_Dam,The Kafue Flats ecosystem is adapted to regular extremes of flooding and drying out. The floods charge the soil with water. Fish and animals adapt to 
546,Bemba people,https://en.wikipedia.org/wiki/Bemba_people,"Primarily through the efforts of Catholic missionaries, the Portuguese greatly influenced the internal politics of the Kongo Kingdom: Mwene Kongo VII "
547,Glencore International,https://en.wikipedia.org/wiki/Glencore_International,"Along with several other major coal producers, Glencore is also a large shareholder in globalCOAL, the online physical coal trading platform. The boar"
548,Kasanka National Park,https://en.wikipedia.org/wiki/Kasanka_National_Park,"A total of 114 mammal species have been recorded in the park including elephant, hippopotamus and sitatunga. A number of species have been reintroduce"
549,British diaspora in Africa,https://en.wikipedia.org/wiki/British_diaspora_in_Africa,The British diaspora in Africa is a population group broadly defined as English-speaking white Africans of mainly (but not only) British descent who l
550,Mosi-oa-Tunya National Park,https://en.wikipedia.org/wiki/Mosi-oa-Tunya_National_Park,Mosi-oa-Tunya National Park covers 66 km2 (25 sq mi) from the Songwe Gorge below the falls in a north-west arc along about 20 km of the Zambian river 
551,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,"The Logan Cup, a weekend contest between the four provinces, Matabaleland, Mashonaland, Manicaland and Midlands was played on an annual basis, later i"
552,Kafue National Park,https://en.wikipedia.org/wiki/Kafue_National_Park,"Since 2005, the protected area is considered a lion 'conservation unit', together with South Luangwa National Park.[4] Cheetahs are not common anywher"
553,List of Zambians,https://en.wikipedia.org/wiki/List_of_Zambians,"The ceremony, held after harvest in late August, is a way of bringing together different Chewa chiefs from the three countries to present their report"
554,Prime Minister of Zambia,https://en.wikipedia.org/wiki/Prime_Minister_of_Zambia,"In 1991, the office was abolished again following a new constitution being created to allow for multi-party democratic elections following UNIP negoti"
555,Movement for Multiparty Democracy,https://en.wikipedia.org/wiki/Movement_for_Multiparty_Democracy,"Relying on the MMD's overwhelming majority in parliament, President Chiluba in May 1996 pushed through constitutional amendments that effectively elim"
556,Mofwe Lagoon,https://en.wikipedia.org/wiki/Mofwe_Lagoon,"The importance of the Mofwe lies in its fishery, which attracted Mwata Kazembe to settle in the town of Kanyembo on its eastern edge in the 19th Centu"
557,Luapula Province,https://en.wikipedia.org/wiki/Luapula_Province,The chief artery of the province is the Samfya-Mansa-Mwansabombwe-Nchelenge highway known informally as the Zambia Way. The province is bordered along
558,Zambia,https://en.wikipedia.org/wiki/Zambia,"Originally inhabited by Khoisan peoples, the region was affected by the Bantu expansion of the thirteenth century. Following European explorers in the"
559,Disability in Zambia,https://en.wikipedia.org/wiki/Disability_in_Zambia,"The Ministry of Education in Zambia handles special education in the schools.[19] The Technical Education, Vocational and Entrepreneurship Training Au"
560,South Luangwa National Park,https://en.wikipedia.org/wiki/South_Luangwa_National_Park,"In the 1950s, he persuaded the Paramount Chief to set aside a portion of tribal land as a Game Reserve and built the first game viewing camp open to t"
561,Mufulira Wanderers,https://en.wikipedia.org/wiki/Mufulira_Wanderers,"After the match, the team returned to the dressing room and word soon went round that Ian Smith had unilaterally declared a state of Independence (UDI"
562,TAZARA Railway,https://en.wikipedia.org/wiki/TAZARA_Railway,"At Kidatu, a metre gauge branch railway connects to the Central Line at Kilosa. The TAZARA then climbs into the Southern Highlands of the Iringa Regio"
563,"Federation of Rhodesia and Nyasaland election, 1953","https://en.wikipedia.org/wiki/Federation_of_Rhodesia_and_Nyasaland_election,_1953","Jasper Savanhu, the specially elected African member for Mashonaland (Southern Rhodesia), had problems with the proposed new constitution in terms of "
564,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"It has become increasingly common to use 'c' in place of 'ch'. In common with other Bantu languages, as affixes are added, combinations of vowels may "
565,Stairs Expedition,https://en.wikipedia.org/wiki/Stairs_Expedition,"First off the mark was Rhodes who sent Alfred Sharpe from Nyasaland in 1890, backed up by Joseph Thomson coming from the south, but Sharpe failed to p"
566,Elections in Zambia,https://en.wikipedia.org/wiki/Elections_in_Zambia,In 2001 MMD candidate Levy Mwanawasa won the presidential elections with just 29% of the vote in a field of eleven candidates. The MMD was reduced to 
567,List of Zambians,https://en.wikipedia.org/wiki/List_of_Zambians,The ceremony was banned by the colonial masters in 1934 but paramount chief Kalonga Gawa Undi Chivunga revived the ceremony in 1984. Since then it has
568,Liuwa Plain National Park,https://en.wikipedia.org/wiki/Liuwa_Plain_National_Park,"A survey conducted in 1991 recorded population estimates of 30,000 blue wildebeest, 800 tsessebe, 1,000 zebra, and 10,000 other large mammals, includi"
569,Mufulira Wanderers,https://en.wikipedia.org/wiki/Mufulira_Wanderers,"In 1960, coach Crow and the club organizers went on a recruitment drive of talented youths at the various club centres within the mine township. This "
570,Bangweulu Wetlands,https://en.wikipedia.org/wiki/Bangweulu_Wetlands,"Bangweulu, which means ""where the water sky meets the sky"", is located mostly within Zambia's Northern Province and recognized by the Ramsar Conventio"
571,Liuwa Plain National Park,https://en.wikipedia.org/wiki/Liuwa_Plain_National_Park,"National park designation was granted in 1972, and Zambia's government took over management.[6] Despite gaining such status, increased human pressure "
572,Congo Pedicle road,https://en.wikipedia.org/wiki/Congo_Pedicle_road,"Under Mobutu, governance deteriorated and corruption flourished in Zaire, and he saw Katanga only as a cash cow and punished it for its separatist ten"
573,TAZARA Railway,https://en.wikipedia.org/wiki/TAZARA_Railway,"TAZARA has faced operational difficulties from the start and was kept running by continued assistance from China, several European countries, and the "
574,Kuomboka,https://en.wikipedia.org/wiki/Kuomboka,Kuomboka is a word in the Lozi language; it literally means ‘to get out of water’. In today's Zambia it is applied to a traditional ceremony that take
575,Mwanga (ethnic group),https://en.wikipedia.org/wiki/Mwanga_(ethnic_group),Welfare Associations or Native Associations in Nyasaland (Malawi) and Northern Rhodesia (Zambia) were formed during the colonial period. In the 1930s 
576,Disability in Zambia,https://en.wikipedia.org/wiki/Disability_in_Zambia,"As of 2008, it was estimated that around 256,000 in Zambia have a disability in some form and around 5.4% of that number have an intellectual disabili"
577,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,"David Lewis was the captain of the Rhodesian team for 10 years, from 1953–54 to 1963–64, and the team included players such as Colin Bland, Chris Duck"
578,Luapula River,https://en.wikipedia.org/wiki/Luapula_River,"The swamps stretch along the last 100 kilometres (62 mi) of the river before it reaches the lake, and for much of that, they are 30 kilometres (19 mi)"
579,Kafue River,https://en.wikipedia.org/wiki/Kafue_River,"The river again develops intricate meanders and a maze of channels in a swampy floodplain, with oxbow lakes and lagoons. It flows 20 km west of the pe"
580,Tumbuka,https://en.wikipedia.org/wiki/Tumbuka_people,"After the advent of multi-party democracy, Tumbuka language programmes began to be broadcast on national radio in 1994 but a 1996 proposal for the rei"
581,Zambia Airways,https://en.wikipedia.org/wiki/Zambia_Airways,"Originally, the airlines was founded in April 1964, however was liquidated by the government in December 1994 due to safety issues, but revived again "
582,Education in Zambia,https://en.wikipedia.org/wiki/Education_in_Zambia,"In Zambia, there are three government universities and several technical schools that provide higher education. The Ministry of Science Technology and"
583,Rift Valley lakes,https://en.wikipedia.org/wiki/Rift_Valley_lakes,"The Western Rift Valley lakes are fresh water and home to an extraordinary number of species. Approximately 1,500 cichlid fish (Cichlidae) species liv"
584,Liuwa Plain National Park,https://en.wikipedia.org/wiki/Liuwa_Plain_National_Park,"Liuwa Plain lies within the Barotse Floodplain, and is bounded by the Luambimba River to the north and Luanginga River to the south.[8] The park is pr"
585,Lozi language,https://en.wikipedia.org/wiki/Lozi_language,The Lozi language developed from a mixture of two languages: Luyana and Kololo. The Luyana people originally migrated south from the Kingdom of Luba a
586,Katima Mulilo Bridge,https://en.wikipedia.org/wiki/Katima_Mulilo_Bridge,The Katima Mulilo Bridge (also known as Bridge 508 in the Namibian Bridge Register) carries the TransCaprivi Highway over the Zambezi River between Ka
587,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,Water supply and sanitation in Zambia is characterized by achievements and challenges. Among the achievements are the creation of regional commercial 
588,Chichewa language,https://en.wikipedia.org/wiki/Chichewa_language,"Chewa has five vowel sounds: /a, ɛ, i, ɔ, u/; these are written a, e, i, o, u. Long or double vowels are sometimes found, e.g. áákúlu 'big' (class 2),"
589,Bangweulu Wetlands,https://en.wikipedia.org/wiki/Bangweulu_Wetlands,"Bangweulu has been designated as an ""Important Bird Area"" by BirdLife International.[3] The wetlands are home to more than 400 bird species,[5] includ"
590,Disability in Zambia,https://en.wikipedia.org/wiki/Disability_in_Zambia,"Disability issues in Zambia fall under the control of the Ministry of Community Development and Social Welfare, now known as the Ministry of Community"
591,Chewa people,https://en.wikipedia.org/wiki/Chewa_people,"Women have a special place in Chewa society and belief. They are recognized as reproducers of the lineage (Bele), which is an extended family of peopl"
592,Movement for Multiparty Democracy,https://en.wikipedia.org/wiki/Movement_for_Multiparty_Democracy,The Movement for Multi-party Democracy (MMD) also known as New Hope MMD[2][3] is a political party in Zambia. Originally formed to oust the previous g
593,United National Independence Party,https://en.wikipedia.org/wiki/United_National_Independence_Party,"In the general elections, UNIP won 14 seats, in second position, the first being taken by United Federal Party(UFP). Although Northern Rhodesian Afric"
594,Glencore International,https://en.wikipedia.org/wiki/Glencore_International,"The company was founded in 1974 as Marc Rich & Co. AG by commodity traders Marc Rich and Pincus Green. In 1993, a number of Marc Rich employees, led b"
595,Mwanga (ethnic group),https://en.wikipedia.org/wiki/Mwanga_(ethnic_group),"Winamwanga grow millet, groundnuts, beans, maize, among other crops. They also rear cattle (a main store of wealth and currency for marriage transacti"
596,Zambia Independence Act 1964,https://en.wikipedia.org/wiki/Zambia_Independence_Act_1964,"Northern Rhodesia became the Republic of Zambia on 24 October 1964, with Kenneth Kaunda as the first president. At independence, despite its considera"
597,Politics of Zambia,https://en.wikipedia.org/wiki/Politics_of_Zambia,"The major figure in Zambian politics from 1964 to 1991 was Kenneth Kaunda, who led the fight for independence and successfully bridged the rivalries a"
598,Stairs Expedition,https://en.wikipedia.org/wiki/Stairs_Expedition,"The expedition hired 400 Africans,[8] consisting of four or five Zanzibari 'chiefs' or supervisors including Hamadi bin Malum and Massoudi, about 100 "
599,Dugout (boat),https://en.wikipedia.org/wiki/Dugout_(boat),"The Moken, an ethnic group that lives in Myanmar's Mergui Archipelago and the north of Thailand as sea nomads, still builds and uses dugout canoes.[5]"
600,MV Liemba,https://en.wikipedia.org/wiki/MV_Liemba,During World War I the Germans converted Goetzen to an auxiliary warship under the name SMS Goetzen. They gave her a 10.5 cm (4 in) gun from the light
601,Politics of Zambia,https://en.wikipedia.org/wiki/Politics_of_Zambia,"In February 1972, Zambia became a one-party state, and all other political parties were banned. Kaunda, the sole candidate, was elected president in t"
602,Luapula River,https://en.wikipedia.org/wiki/Luapula_River,"From the Chembe Ferry to Lake Mweru, the 300 kilometres (190 mi) long Luapula Valley has a higher rural population than the plateau through which it c"
603,Fanagalo,https://en.wikipedia.org/wiki/Fanagalo,Two factors kept Fanagalo from achieving status as a primary language: the segregation of Fanagalo to work-related domains of use and an absence of le
